lang,libro,capitulo,versiculo,texto
es,2-samuel,12,7,"Entonces Natán le dijo a David: “¡Tú eres ese hombre! Esto es lo que dice Jehová, el Dios de Israel: ‘Yo mismo te ungí como rey de Israel y te rescaté de las manos de Saúl."
ncx,2-samuel,12,8,Ne onimokuayejyekojka nimitsmakas nochi tlen iaxka moteko uan noijki isiuauan. Onimitstlali xiknauati altepetl Israel uan noijki Judá. Noijki ok onimokuayejyekouaya nimitskauilis xikchiua okseki tlamantli.
es,2-samuel,12,8,"Estuve dispuesto a darte la casa de tu amo y a entregarte a las esposas de tu amo en tus brazos. También te di la casa de Israel y de Judá. Y, por si eso no fuera suficiente, estaba dispuesto a hacer mucho más por ti."
ncx,2-samuel,12,9,"¿Tleka amo otiktlakaitak tlen omitsilui Jehová uan ixpan otikchi tlen amo kuali? ¡Ika espada otikmikti Urías akin hitita! Satepan ijkuak yotikmikti ika inmiespada ammonitas, otikmokaui isiua uan iuan otimonamikti."
es,2-samuel,12,9,"¿Por qué despreciaste las palabras de Jehová haciendo lo que está mal a sus ojos? ¡A Urías el hitita lo mataste a espada! Y luego, después de matarlo con la espada de los ammonitas, te quedaste con su esposa y te casaste con ella."
ncx,2-samuel,12,10,Mokalijtik nochipa san nantlajyouiskej porque amo otechtlakaitak uan otikkuili isiua Urías akin hitita uan iuan otimonamikti’.
es,2-samuel,12,10,"Ahora la espada nunca se apartará de tu casa, porque me despreciaste al quitarle la esposa a Urías el hitita y casarte con ella’."
ncx,2-samuel,12,11,"Ijkin kijtoua Jehová: ‘Axkan nikchiuas mamitstlajyouiltikan akinmej mouan chantij. Moixpan nimitsinkuilis mosiuauan uan nikinmakas okse tlakatl, ye inuan motekas ijkuak ok tlanestok."
es,2-samuel,12,11,"Esto es lo que dice Jehová: ‘Ahora te mandaré calamidades que saldrán de tu propia casa. Y, delante de tus propios ojos, te quitaré a tus esposas y se las daré a otro, y él se acostará con ellas a plena luz del día."
ncx,2-samuel,12,12,Te san ichtaka tlen otikchi pero tlen nimitsiluijtok nikchiuas inmixpan nochtin israelitas para nochtin yejuan makitakan’”.
es,2-samuel,12,12,"Tú actuaste a escondidas, pero yo haré esto enfrente de todo Israel y a plena luz del día’”."
ncx,2-samuel,12,13,"Ijkuakon David okilui Natán: “Onitlajtlakolchi ixpan Jehová”. Natán okinankili David: “Maski otitlajtlakolchi, amo timikis porque Jehová mitstlapojpoluia."
es,2-samuel,12,13,"David entonces le dijo a Natán: “He pecado contra Jehová”. Natán le respondió a David: “Jehová, por su parte, te perdona tu pecado. No morirás."
ncx,2-samuel,12,14,"Pero ken amo otiktlakaitak Jehová, mokone tlen oneski mikis”."
es,2-samuel,12,14,"Aun así, como has tratado a Jehová con tanta falta de respeto, el hijo que acabas de tener de seguro morirá”."
ncx,2-samuel,12,15,Satepan Natán oyajki ikalijtik. Uan Jehová okichi mamokoko ikone David tlen okipixki iuan isiua Urías.
es,2-samuel,12,15,Después Natán se fue a su casa. Y Jehová hizo que el niño que David tuvo con la esposa de Urías se enfermara.
ncx,2-samuel,12,16,"David opejki kitlatlaujtia toTajtsin Dios por ikone, ye omokaltsakuaya uan amo otlakuaya uan youak omotekaya tlalpan."
es,2-samuel,12,16,"David le suplicó a Dios por el niño. Se puso a hacer un ayuno estricto y a encerrarse, y se pasaba la noche acostado en el suelo."
ncx,2-samuel,12,17,Akinmej otlayekanayaj ikalijtik inauak omotokiayaj uan okinekiayaj keualtiskej. Pero ye amo okinek uan amo okinekiaya inuan tlakuas.
es,2-samuel,12,17,"Los ancianos de su casa se le acercaron y trataron de levantarlo del suelo, pero él no quiso y se negaba a comer con ellos."
ncx,2-samuel,12,18,"Ijkuak ochikometik, konetl omiki pero itlakeualuan David omomojtiayaj kiluiskej ikone omiki, yejuan okimoluiayaj: “Ijkuak ikonetsin oyoltoka, tekiua amo okinekiaya techkakis ijkuak itlaj otikiluiayaj. ¿Axkan ken tikiluiskej omiki ikonetsin? Uelis kichiuas itlaj amo kuali”."
es,2-samuel,12,18,"Al séptimo día, el niño murió. Pero los siervos de David tenían miedo de decirle que el niño había muerto. Decían: “Cuando el niño estaba vivo, hablábamos con el rey y no quería escucharnos. ¿Cómo vamos a decirle ahora que el niño ha muerto? Podría cometer una barbaridad”."
ncx,2-samuel,12,19,"David okajsikamatki ikonetsin omiki ijkuak okinmitak itlakeualuan omoichtakatlapouijtokaj, David okintlajtlani: “¿Omiki nokonetsin?”. Yejuan okinankilijkej: “Kema, yomiki”."
es,2-samuel,12,19,"Cuando David vio que sus siervos estaban susurrando entre sí, dedujo que el niño había muerto. David les preguntó a sus siervos: “¿Se murió el niño?”. “Sí, murió”, le respondieron."
ncx,2-samuel,12,20,"Ijkuakon David omejki, omalti, okimotlalili aceite, okipatlak itlaken uan oyajki ikaltsin Jehová para kiueyichiuati. Satepan oyajki ipalacio uan otlanauati makitlamakakan."
es,2-samuel,12,20,"Entonces David se levantó del suelo. Se lavó, se untó con aceite, se cambió de ropa y se fue a la casa de Jehová para adorarlo. Después fue a su casa, pidió que le trajeran algo de comer y comió."
ncx,2-samuel,12,21,"Itlakeualuan okitlajtlanijkej: “¿Tleka ijkon tikchiua? Ijkuak mokonetsin oyoltoka, amo otitlakuaya uan san otichokaya pero ijkuak omiki, otime uan otitlakua”."
es,2-samuel,12,21,"Sus siervos le preguntaron: “¿Qué manera de actuar es esa? Cuando el niño vivía, estuviste ayunando y no dejabas de llorar. Pero, en cuanto el niño murió, te levantaste y comiste”."
ncx,2-samuel,12,22,"Ye okinmilui: “Ijkuak nokonetsin oyoltoka, amo onitlakuaya uan san onichokaya porque onimokuayejyekouaya: ‘Xamo Jehová nechiknomatis uan kikauilis nokonetsin mayolto’."
es,2-samuel,12,22,"Él contestó: “Mientras el niño vivía, ayuné y estuve llorando porque pensaba ‘¿Quién sabe? A lo mejor Jehová se compadece de mí y deja vivir al niño’."
ncx,2-samuel,12,23,"Axkan yomiki nokonetsin ikinon yinitlakuas, ¿kox uelis nikyolitis? Ne se tonal noijki nimikis pero axkan ne amo uelis nikyolitis”."
es,2-samuel,12,23,"Ahora que ha muerto, ¿para qué voy a ayunar? ¿Acaso puedo hacer que vuelva? Yo iré hacia él, pero él no volverá a mí”."
ncx,2-samuel,12,24,Ijkuakon David okiyolseuito Bat-Seba. Ye omotekak iuan Bat-Seba uan satepan okipixki ikone tlen okitokayotijkej Salomón. Uan Jehová okitlasojtlaya.
es,2-samuel,12,24,"Entonces David se puso a consolar a su esposa Bat-Seba. Fue y se acostó con ella, y con el tiempo ella dio a luz un hijo al que llamaron Salomón. Y Jehová lo amaba."
ncx,2-samuel,12,25,Jehová okitlasojtlaya konetsintli ikinon okinauati Natán makitokayoti Jedidías.
es,2-samuel,12,25,"Como Jehová lo amaba, mandó por medio del profeta Natán que lo llamaran Jedidías."
ncx,2-samuel,12,26,"Joab okintlanili ammonitas, akinmej ochantiayaj Rába uan okimoaxkati non altepetl."
es,2-samuel,12,26,Joab continuó peleando contra Rabá de los ammonitas y conquistó la ciudad real.
ncx,2-samuel,12,27,Joab okintitlanki sekimej tlakamej ijkin makiluitij David: “Onikintlanili akinmej chantij Rába uan onikmoaxkati altepetl kanin meya atl.
es,2-samuel,12,27,Así que Joab le envió mensajeros a David para decirle: “He peleado contra Rabá y he conquistado la ciudad de las aguas.
ncx,2-samuel,12,28,Xikinnechiko mosoldados uan xikinmixnamikiti akinmej ompa chantij uan xikmoaxkati altepetl. Ijkon amo ne nikmoaxkatis altepetl uan amo nechueyitlaliskej”.
es,2-samuel,12,28,"Ahora, reúne al resto de los soldados, lucha contra la ciudad y conquístala tú, para que no sea yo el que conquiste la ciudad y me lleve el mérito”."
ncx,2-samuel,12,29,"David okinnechiko nochtin isoldados, okinmixnamikito akinmej chantij Rába, okinmikti uan okimoaxkati altepetl."
es,2-samuel,12,29,"De modo que David reunió a todos los soldados y fue a Rabá, peleó contra ella y la conquistó."
ncx,2-samuel,12,30,"Ijkuakon David okikuakixtili icorona Malcam. Non corona okatka de oro, etik kanaj 34 kilos, okinpiaya temej kuajkualtsitsintin uan okikuatlalilijkej David. Noijki okiuikak miak tlamantli tlen okitlankej."
es,2-samuel,12,30,"Entonces quitó la corona de la cabeza de Malcam. Esta corona, de un talento de oro junto con piedras preciosas, se la pusieron a David en la cabeza. Él también se llevó un botín enorme de la ciudad."
ncx,2-samuel,12,31,"David okinkixti akinmej ochantiayaj itech non altepetl uan okintlali makintekikan temej, matekipanokan ika tlatlamantli teposmej tlen tlatekij uan hachas, noijki okinnauati makichiuakan adobe. Ijkon okichi ika nochi inmialtepeuan ammonitas. Satepan David uan isoldados omokopkej Jerusalén."
es,2-samuel,12,31,"Además, sacó a la gente de la ciudad para ponerla a trabajar aserrando piedras, manejando instrumentos cortantes de hierro y hachas de hierro, y fabricando ladrillos. Esto fue lo que hizo con todas las ciudades de los ammonitas. Finalmente, David y todos los soldados regresaron a Jerusalén."
ncx,2-samuel,13,1,Itelpoch David tlen omotokayotiaya Absalón okipiaya se ikni siuatl sapanoua kuajkualtsin uan omotokayotiaya Tamar. Pero okse itelpoch David tlen omotokayotiaya Amnón opejki kitlasojtla Tamar.
es,2-samuel,13,1,"Absalón, hijo de David, tenía una hermana muy hermosa llamada Tamar. Y Amnón, otro hijo de David, se enamoró de ella."
ncx,2-samuel,13,2,Amnón sapanoua omotekipachouaya uan hasta omokoko por Tamar. Ijkon omomachiliaya porque Tamar ayamo ikaj iuan omotekaya uan okitaya amo uelis iuan yetoskia.
es,2-samuel,13,2,Amnón estaba tan angustiado debido a su hermana Tamar que se puso enfermo. La razón es que ella era virgen y a Amnón le parecía imposible intentar algo con ella.
ncx,2-samuel,13,3,"Amnón okipiaya se iyolikni tlen omotokayotiaya Jehonadab ikone Simeá, ikni David. Jehonadab okatka ixtlamatki."
es,2-samuel,13,3,"Ahora bien, Amnón tenía un amigo llamado Jehonadab, hijo de Simeá, hermano de David. Y Jehonadab era un hombre muy astuto."
ncx,2-samuel,13,4,"Ye okitlajtlani Amnón: “Te tiikone tekiua, ¿tleka mojmostla san kualkan timoyolkokoua? ¿Techilui tlen mitspanoua?”. Amnón okinankili: “Ne niktlasojtla Tamar ikni nokni Absalón”."
es,2-samuel,13,4,"Así que le preguntó: “¿Por qué tú, que eres el hijo del rey, estás tan deprimido cada mañana? ¿Por qué no me cuentas qué te pasa?”. Amnón le contestó: “Es que estoy enamorado de Tamar, la hermana de mi hermano Absalón”."
ncx,2-samuel,13,5,"Jehonadab okilui: “Ximoteka kanin tikochi uan san ikxikchiua timokokoua, ijkuak mopapa mitsitaki xikilui: ‘Nimitstlatlaujtia, xikilui nokni Tamar mauiki uan manechualikili tlen nikkuas. Tla ye noixpan tlakualchiuas uan nechmakas tlen kinmakaj akinmej mokokouaj, ne nikkuas’”."
es,2-samuel,13,5,"Jehonadab entonces le dijo: “Acuéstate en la cama y finge estar enfermo. Cuando tu padre venga a verte, dile: ‘Por favor, que venga mi hermana Tamar y me traiga algo de comer. Si prepara delante de mí el alimento que se les sirve a los enfermos y ella me lo da, yo lo comeré’”."
ncx,2-samuel,13,6,"Ijkuakon Amnón omotekak uan san ikokichi omokokouaya ikinon tekiua okitako, Amnón okilui tekiua: “Nimitstlatlaujtia xikilui mauiki nokni Tamar uan manechinchiuili ome panes tlen mamotakan ken se yolo uan manechinmaka para manikinkua”."
es,2-samuel,13,6,"De modo que Amnón se acostó y fingió estar enfermo, y el rey vino a verlo. Entonces Amnón le dijo al rey: “Por favor, que venga mi hermana Tamar. Que haga delante de mí dos panes en forma de corazón y que me los dé para que yo coma”."
ncx,2-samuel,13,7,Tamar okatka kalijtik uan David otlanauati ijkin makiluitij: “Nimitstlatlaujtia xio ikalijtik mokni Amnón uan xiktlakualchiuiliti”.
es,2-samuel,13,7,"David le envió este mensaje a Tamar, que estaba en la casa: “Por favor, vete a la casa de tu hermano Amnón y prepárale algo de comer”."
ncx,2-samuel,13,8,"Ikinon Tamar oyajki ikalijtik ikni Amnón, ye ouetoka kanin okochiaya. Tamar ixpan okipatlak tixtli, okinchi panes uan okinmikxiti."
es,2-samuel,13,8,"Así que Tamar fue a la casa de su hermano Amnón, donde él estaba acostado. Entonces amasó la masa, hizo unos panes delante de él y los cocinó."
ncx,2-samuel,13,9,Satepan okonanki panes uan okinuikili Amnón pero ye amo okinek kinkuas uan okijto: “Nochtin xikisakan”. Ijkuakon nochtin okiskej.
es,2-samuel,13,9,"Después tomó la cacerola y le sirvió los panes, pero Amnón se negó a comer y dijo: “¡Que salgan todos!”. Y todos salieron de allí."
ncx,2-samuel,13,10,Amnón okilui Tamar: “Xikualika tlen otikchi nikan kanin nikochi uan techtlamaka”. Tamar okonanki panes tlen omotayaj ken se yolo uan okinuikili Amnón kanin okochiaya.
es,2-samuel,13,10,"Amnón ahora le dijo a Tamar: “Trae la comida al dormitorio, para que tú me des de comer”. Así que Tamar tomó los panes en forma de corazón que había hecho y se los llevó a su hermano Amnón al dormitorio."
ncx,2-samuel,13,11,"Ijkuak inauak omotoki para kitlamakaskia, Amnón okikitski uan okilui: “Xiuiki nokni nouan ximoteka”."
es,2-samuel,13,11,"Cuando se los acercó para que comiera, él la agarró y le dijo: “Ven, acuéstate conmigo, hermana mía”."
ncx,2-samuel,13,12,"Tamar okilui: “Amo nokni, amo techpinati, amo ijkon kichiuaj itech altepetl Israel. Amo xikchiua nin tlamantli tepinati."
es,2-samuel,13,12,"Pero ella le dijo: “¡No, hermano mío! No me humilles. Esto no se hace en Israel. No cometas esta locura tan despreciable."
ncx,2-samuel,13,13,¿Tlen moneki nikchiuas para nochtin makilkauakan nin tlamantli tepinati? Mitsitaskej ken se tlakatl tlen amitlaj ipati nikan Israel. Nimitstlatlaujtia ximotlapoui iuan tekiua porque ye kitekauilis mouan maniyeto”.
es,2-samuel,13,13,"¿Cómo podría yo vivir con esa vergüenza? Y a ti te verían como un hombre despreciable en Israel. Por favor, habla con el rey, porque él no se opondrá a que yo sea tuya”."
ncx,2-samuel,13,14,"Pero Amnón amo okikak tlen okilui, ye okatka okachi chikauak ikinon okichiualti iuan mamoteka uan okipijpinati."
es,2-samuel,13,14,"Pero él no quiso escucharla. Como era más fuerte que ella, la violó y la humilló."
ncx,2-samuel,13,15,"San niman Amnón opejki sapanoua kikualankita, achto okitlasojtlaya pero satepan sapanoua okikualankaitak uan okilui: “¡Ximeua uan xio!”."
es,2-samuel,13,15,"De pronto, Amnón empezó a sentir un odio muy intenso hacia ella, y ese odio llegó a ser más fuerte que el amor que le había tenido antes. Así que le dijo: “¡Levántate y lárgate!”."
ncx,2-samuel,13,16,"Ijkuakon Tamar okilui: “¡Amo nokni, amo techkixti! ¡Non okachi tepinati amo ken achto otechtokti!”. Pero Amnón amo okinek kikakis."
es,2-samuel,13,16,"Entonces ella le dijo: “¡No, hermano mío, ahora no me eches de aquí! ¡Eso sería peor que lo que ya me hiciste!”. Pero él no quiso escucharla."
ncx,2-samuel,13,17,Amnón okinotski telpochtli tlen okipaleuiaya uan okilui: “Nimitsnauatia xikkixti nin siuatl uan kuali xitlatsakua”.
es,2-samuel,13,17,Llamó al joven que lo atendía y le dijo: “Hazme el favor de sacar a esta persona de mi presencia y échale el cerrojo a la puerta”.
ncx,2-samuel,13,18,Tamar okonakijtoka se kualtsin itlaken. (Porque ijkon omotlakentiayaj ichpochuan tekiua tlen ayamo omotekayaj iuan se tlakatl). Itlakeual Amnón okikixti Tamar uan kuali otlatsak.
es,2-samuel,13,18,"(Ella llevaba puesta una túnica especial, porque así se vestían las hijas vírgenes del rey). El sirviente la sacó afuera y le echó el cerrojo a la puerta."
ncx,2-samuel,13,19,"Ijkuakon Tamar okimokuatlalili tlikonextli, okitsayanki itlaken kualtsin tlen okonakijtoka, onejnentiaya, otsajtsitiaya uan omokuakitskijtiaya."
es,2-samuel,13,19,"Entonces Tamar se echó cenizas en la cabeza, rasgó la túnica especial que llevaba puesta y se fue caminando y dando gritos con las manos sobre la cabeza."
ncx,2-samuel,13,20,"Ijkuak Absalón ijkon okitak okitlajtlani: “¿Ye mokni Amnón ijkon omitstokti? Tamar amitlaj xikijto, ye noijki mokni. Amo san ximokuayejyekojto tlen omitspanok”. Satepan Tamar, ochantito iuan ikni Absalón para amikaj makita."
es,2-samuel,13,20,"Al verla, su hermano Absalón le preguntó: “¿Fue tu hermano Amnón el que te hizo esto? Hermana mía, guarda silencio. Él es tu hermano. No le des vueltas a este asunto en tu corazón”. Después de aquello, Tamar se quedó a vivir en la casa de su hermano Absalón, aislada de la gente."
ncx,2-samuel,13,21,Tekiua David okualankamik ijkuak okimatki tlen opanok. Pero amo okinekiaya kiyolkokos Amnón porque okatka achto ikone uan okitlasojtlaya.
es,2-samuel,13,21,"Cuando el rey David se enteró de todo esto, se enojó mucho. Pero no quería herir los sentimientos de su hijo Amnón, porque era su primogénito y lo amaba."
ncx,2-samuel,13,22,Absalón okikokoliaya Amnón porque okipijpinati ikni Tamar ikinon amo okilui tlen kuali nion tlen amo kuali uan amitlaj okilui.
es,2-samuel,13,22,"Y Absalón no le dijo nada a Amnón, ni bueno ni malo, porque Absalón odiaba a Amnón por haber humillado a su hermana Tamar."
ncx,2-samuel,13,23,"Ijkuak opanok ome xiuitl, itlakeualuan Absalón tlen otlaximayaj okatkaj Baal-Hazor ik Efraín, ijkuakon Absalón okinyole nochtin ikoneuan tekiua iuan mailuichiuatij."
es,2-samuel,13,23,"Después de dos años completos, resulta que los esquiladores de Absalón estaban en Baal-Hazor, cerca de Efraín, así que Absalón invitó a todos los hijos del rey a un banquete."
ncx,2-samuel,13,24,Absalón okitato tekiua uan okilui: “Nikinxintok nochkauan. Nimitstlatlaujtia xiuiki uan xikinualika motlakeualuan”.
